Auszug Katalog DLA Marbach 08 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id_Katalog,Medium,Person_Verfasser,Person_beteiligt,Titel,"Verfasser, beteiligte",Impressum,Verlag normiert,Haupttitel,Titelzusatz,Verfasserangabe,Auflage,Erscheiungsort,Verlag,Jahr,Jahr_normiert,Bandangabe_Mehrb. Weri,Seiten,Ill-Vermerk,Reihe,Reihe_Nummer,Anmerkung,ISBN,Gattung,Art_Inhalt,Sprache,Sprache_Original,Weitere Titel,Signatur,Signatur_Mehrb_Werk
AK00575487,Buch,"Hennings, Emmy (1885-1948) [Verfasser/Urheber]",,Gefängnis - Ungekürzte Ausg.,"Hennings, Emmy","Frankfurt/M ; Berlin ; Wien : Ullstein, 1985 - 147 Seiten",Ullstein <ab 1946>,Gefängnis,,Emmy Hennings. Mit e. Nachw. von Heinz Ohff,Ungekürzte Ausg.,Frankfurt/M ; Berlin ; Wien,Ullstein,1985,1985,,147 Seiten,,Ullstein-Bücher ; 30167 : Die Frau in der Literatur,30167,,3-548-30167-3,,,Deutsch,,,L,
AK00828095,Buch␟Buchumschlag,"Henscheid, Eckhard (1941-) [Verfasser/Urheber]",,Frau Killermann greift ein : Erzählungen und Bagatellen - 1. - 6. Tsd.,"Henscheid, Eckhard","Zürich : Haffmans, 1985 - 367 Seiten",Haffmans,Frau Killermann greift ein,Erzählungen und Bagatellen,Eckhard Henscheid,1. - 6. Tsd.,Zürich,Haffmans,1985,1985,,367 Seiten,,,,,3-251-00055-1,,,Deutsch,,,M,
AK00259408,Buch␟Buchumschlag,"Henscheid, Eckhard (1941-) [Verfasser/Urheber]","Rahm, Sieglinde [Widmungsempfänger]",Gesammelte Werke in Einzelausgaben. - Musik. Verdi ist der Mozart Wagners. Musikplaudertasche. Warum Frau Grimhild Alberich außerehelich Gunst gewährte. Neue musikalische Schriften - 1. Aufl.,"Henscheid, Eckhard; Rahm, Sieglinde","Frankfurt am Main : Zweitausendeins, 2005 - 793 Seiten",,Verdi ist der Mozart Wagners. Musikplaudertasche. Warum Frau Grimhild Alberich außerehelich Gunst gewährte. Neue musikalische Schriften,,,1. Aufl.,,,2005,2005,,793 Seiten,,,Musik,Mit gedr. Widmung an Sieglinde Rahm,3-86150-483-9,Sonstige Texte,,Deutsch,,,M,
AK00017256,Buch,"Henscheid, Eckhard (1941-) [Verfasser/Urheber]","Gölling, Michael [Illustrator]","Hersbrucker Trilogie - Faks.-Ausg. d. Ausg. 1984, 1988, 1992; 1. Aufl.","Henscheid, Eckhard; Gölling, Michael","Cadolzburg : Ars vivendi, 1993 - [18] Blatt , 32, 20 Seiten",Ars vivendi,Hersbrucker Trilogie,,Eckhard Henscheid. Mit Ill. von Michael Gölling,"Faks.-Ausg. d. Ausg. 1984, 1988, 1992; 1. Aufl.",Cadolzburg,Ars vivendi,1993,1993,,"[18] Blatt , 32, 20 Seiten",Ill.,,,Enth. u.a.: 14 Schwedengeschichten. Blick in die Heimat,3-927482-43-9,,,Deutsch,,,M,
AK00350302,Buch,"Henscheid, Eckhard (1941-) [Verfasser/Urheber]","Bernstein, F. W. (1938-2018) [Verfasser]",Literarischer Traum- und Wunschkalender auf das Jahr 1985 in Wort und Bild,"Henscheid, Eckhard; Bernstein, F. W.","Zürich : Haffmans, 1984 - 8 ungez. Blatt",Haffmans,Literarischer Traum- und Wunschkalender auf das Jahr 1985 in Wort und Bild,,Von Eckhard Henscheid und F. W. Bernstein,,Zürich,Haffmans,1984,1984,,8 ungez. Blatt,,Freie Flugschriften ; 0,0,,,,,,,,W,
AK00186427,Buch,"Hensel, Kerstin (1961-) [Verfasser/Urheber]",,Angestaut : Aus meinem Sudelbuch,"Hensel, Kerstin","Halle/S. : Mitteldt. Verl., 1993 - 111 Seiten",Mitteldt. Verl.,Angestaut,Aus meinem Sudelbuch,Kerstin Hensel,,Halle/S.,Mitteldt. Verl.,1993,1993,,111 Seiten,,,,,3-354-00790-7,,,Deutsch,,,M,
AK00102024,Buch,"Hensel, Kerstin (1961-) [Verfasser/Urheber]",,Bahnhof verstehen : Gedichte 1995 - 2000,"Hensel, Kerstin","München : Luchterhand, 2001 - 115 Seiten",Luchterhand Literatur-Verl.,Bahnhof verstehen,Gedichte 1995 - 2000,Kerstin Hensel,,München,Luchterhand,2001,2001,,115 Seiten,,,2014,,3-630-62014-0,Lyrik,,Deutsch,,,M,
AK00989374,Buch,"Hensler, Karl Friedrich (1759-1825) [Verfasser/Urheber]","Schikaneder, Emanuel (1751-1812) [Verfasser]␟Kringsteiner, Josef Ferdinand (1776-1810) [Verfasser]␟Rommel, Otto (1880-1965) [Herausgeber]",Aus der Frühzeit des Alt-Wiener Volkstheaters,"Hensler, Karl Friedrich; Schikaneder, Emanuel; Kringsteiner, Josef Ferdinand; Rommel, Otto","Wien ; Teschen ; Leipzig : Prochaska, [1914] - XXXI, 201 Seiten",Prochaska,Aus der Frühzeit des Alt-Wiener Volkstheaters,,"K. F. Hensler, E. Schikaneder, J. F. Kringsteiner. Hrsg. und mit Einl. vers. von Otto Rommel",,Wien ; Teschen ; Leipzig,Prochaska,[1914],1914,,"XXXI, 201 Seiten",,Deutsch-österreichische Klassiker-Bibliothek ; 44,44,Enth.: 1. Hensler: Das Donauweibchen. - 2. Schikaneder: Der Tiroler Wastel. - 3. Kringsteiner: Die Braut in der Klemme,,,,Deutsch,,Das Donauweibchen / K. F. Hensler␟Der Tiroler Wastel / Emanuel Schikaneder␟Die Braut in der Klemme / Josef Ferdinand Kringsteiner,Glück:H,
AK00575543,Buch␟Buchumschlag,"Henz, Rudolf (1897-1987) [Verfasser/Urheber]",,"¬Der¬ Kurier des Kaisers : mit d. Türken gegen Wien ; Roman - 2., neubearb. Aufl.","Henz, Rudolf","Graz ; Wien ; Köln : Verlag Styria, 1982 - 448 Seiten",Verl. Styria,Der Kurier des Kaisers,mit d. Türken gegen Wien ; Roman,Rudolf Henz,"2., neubearb. Aufl.",Graz ; Wien ; Köln,Verlag Styria,1982,1982,,448 Seiten,,Ausgewählte Werke / Rudolf Henz,,,3-222-11425-0,,,Deutsch,,,L,
AK01318995,Buch␟Buchumschlag,"Herbrich, Alexander (1920-1991) [Verfasser/Urheber]","Steinlechner, Gisela (1961-) [Herausgeber]",¬Der¬ Hase!!!! : ausgewählte Texte - 1. Aufl. : [Werke Sammlung],"Herbrich, Alexander; Steinlechner, Gisela","Salzburg : Jung und Jung, 2013 - 263 Seiten",Jung und Jung,Der Hase!!!!,ausgewählte Texte,Ernst Herbeck. Hrsg. und mit einem Nachw. von Gisela Steinlechner,1. Aufl.,Salzburg,Jung und Jung,2013,2013,,263 Seiten,,Österreichs Eigensinn,,,978-3-99027-004-2,Lyrik,Werke Sammlung,Deutsch,,,M,
AK00036749,Buch␟Buchumschlag,"Herbst, Werner (1943-2008) [Verfasser/Urheber]",,ganz ohne kunst und doch sehr schön stempel zum tag - Erstausg.,"Herbst, Werner","Horn : Ed. Thurnhof, 1999 - [20] Blatt",Galerie und Ed. Thurnhof,ganz ohne kunst und doch sehr schön stempel zum tag,,Werner Herbst,Erstausg.,Horn,Ed. Thurnhof,1999,1999,,[20] Blatt,Ill.,,1999/1,,3-900678-38-3,Sonstige Texte,,Deutsch,,,M:Kps.,
AK00193083,Buch␟Buchumschlag,"Herder, Hans Ludwig (1956-) [Verfasser/Urheber]",,¬Das¬ Kollegenschwein : Roman,"Herder, Hans Ludwig","Frankfurt am Main : Eichborn, 1997 - 300 Seiten",Eichborn,Das Kollegenschwein,Roman,Hans Ludwig Herder,,Frankfurt am Main,Eichborn,1997,1997,,300 Seiten,Ill.,,,"Pp. : DM 32.00, sfr 27.50, S 221.00",3-8218-0333-9,,,Deutsch,,,N,
AK00378259,Buch,"Herder, Johann Gottfried (1744-1803) [Verfasser/Urheber]","Müller, Johann Georg (1759-1819) [Herausgeber]",[Sämmtliche Werke] Johann Gottfried von Herder's sämmtliche Werke. - Zur Religion und Theologie ; 10. Vom Studium der Theologie und dem christlichen Predigtamt,"Herder, Johann Gottfried; Müller, Johann Georg","Stuttgardt [Stuttgart] ; Tübingen : Cotta, 1808 - XII, 487 Seiten",,Vom Studium der Theologie und dem christlichen Predigtamt,,hrsg. durch Johann Georg Müller,,,,1808,1808,,"XII, 487 Seiten",,,Zur Religion und Theologie ; 10,In Fraktur,,Sonstige Texte,,Deutsch,,,H␟Cotta␟Le2:E/Her,
AK00211785,Buch,"Herder, Johann Gottfried (1744-1803) [Verfasser/Urheber]","Gartenhof, Kaspar [Verfasser eines Vorworts]",¬Der¬ Cid : nach spanischen Romanzen,"Herder, Johann Gottfried; Gartenhof, Kaspar","Nürnberg : Koch, [1913] - VIII, 150 Seiten",Koch,Der Cid,nach spanischen Romanzen,von Joh. Gottfr. von Herder. Einf. und Erläuterungen von Kaspar Gartenhof,,Nürnberg,Koch,[1913],1913,,"VIII, 150 Seiten",,,37,In Fraktur,,Lyrik,,Deutsch,,,H,
AK00989479,Buch,"Herder, Johann Gottfried (1744-1803) [Verfasser/Urheber]","Loeber, Jakob [Herausgeber]",Herderbuch - 7. Aufl. : [Werke Sammlung],"Herder, Johann Gottfried; Loeber, Jakob","Leipzig ; Dresden ; Berlin : Ehlermann, [1908] - 112 Seiten",,Herderbuch,,in Ausw. hrsg. v. J. Loeber,7. Aufl.,Leipzig ; Dresden ; Berlin,Ehlermann,[1908],1908,,112 Seiten,,Deutsche Schul-Ausgaben ; 30,30,,,,Werke Sammlung,Deutsch,,,H,
AK00339915,Mikroform␟Buch,"Herder, Johann Gottfried (1744-1803) [Verfasser/Urheber]",,Ideen zur Philosophie der Geschichte der Menschheit,"Herder, Johann Gottfried","Riga ; Leipzig, 1784-1791 - 4 Bd.",,Ideen zur Philosophie der Geschichte der Menschheit,,Johann Gottfried Herder,,Riga ; Leipzig,,1784-1791,1784,,4 Bd.,,,,"(ISBN gültig für alle Werke des Autors, 126 Mikrofiches)␟Mikrofiche-Ausg.␟München [u.a.] : Saur, 1999. Mikrofiche(s). (Bibliothek der deutschen Literatur ; Fiche 20056/20058 : [Suppl. 1]). Besitzer der Verfilmungsvorlage: 15. - Enth. in BDL-Teilausg.: Aufklärung, Ostpreußen/Westpreußen/Posen, Thüringen. ISBN 3-598-51185-X ISBN 3-598-50015-7 ISBN 3-598-50037-8 ISBN 3-598-50055-6",3-598-51185-X␟3-598-50015-7␟3-598-50037-8␟3-598-50055-6,,,,,,MPF BDL 20056/20058,
AK00989545,Mehrteiliges Werk,"Herder, Johann Gottfried (1744-1803) [Verfasser/Urheber]",,"Vom Geist der Ebräischen Poesie : eine Anleitung für die Liebhaber derselben, und der ältesten Geschichte des menschlichen Geistes","Herder, Johann Gottfried","Deßau : Auf Kosten der Verlags=Kasse, und zu finden in der Buchhandlung der Gelehrten, 1872-1873 - 2 Bände",Buchhandlung der Gelehrten,Vom Geist der Ebräischen Poesie,"eine Anleitung für die Liebhaber derselben, und der ältesten Geschichte des menschlichen Geistes",von J.G. Herder,,Deßau,"Auf Kosten der Verlags=Kasse, und zu finden in der Buchhandlung der Gelehrten",1872-1873,1872,,2 Bände,,,,In Fraktur,,Sonstige Texte,,Deutsch,,,,
AK00138995,Buch,"Herder, Johann Gottfried (1744-1803) [Verfasser/Urheber]","Pross, Wolfgang [Herausgeber]␟Pénisson, Pierre [Verfasser eines Nachworts]",Werke. - 1. Herder und der Sturm und Drang,"Herder, Johann Gottfried; Pross, Wolfgang; Pénisson, Pierre","München ; Wien : Hanser, 1984 - 961 Seiten",,Herder und der Sturm und Drang,1764 - 1774,[Nachw. von Pierre Pénisson],,,,1984,1984,,961 Seiten,,"Werke / Herder, Johann Gottfried von ; 1",1,,3-446-12896-4,Sonstige Texte,,Deutsch,,,H,
AK01251342,Buch,"Herder, Johann Gottfried (1744-1803) [Verfasser/Urheber]␟",,Zur Philosophie der Geschichte : eine Auswahl in zwei Bänden. - 2. Ideen zur Philosophie der Geschichte der Menschheit : (1782 - 1791),"Herder, Johann Gottfried","Berlin : Aufbau-Verl., 1952 - 668 Seiten",,Ideen zur Philosophie der Geschichte der Menschheit,(1782 - 1791),,,,,1952,1952,,668 Seiten,,,2,,,,,Deutsch,,,H␟BRK1.7,
AK01493836,Buch,"Herloßsohn, Karl Borromäus (1802-1849) [Verfasser/Urheber]",,¬Der¬ Ungar : historisch-romantisches Gemälde aus der Zeit der Hunyades. - Zweiter Band.,"Herloßsohn, Karl Borromäus","Tabor : Verleger J. L. Kober, 1850, 1850 - 312 Seiten",,,,,,,,1850,1850,,312 Seiten,,,Zweiter Band,In Fraktur,,,,Deutsch,,,I,
AK01275374,Buch,"Hermann, Georg (1871-1943) [Verfasser/Urheber]",,Jettchen Geberts Geschichte : Roman in zwei Bänden. - 1. Jettchen Gebert - 40. Aufl.,"Hermann, Georg","Berlin : Fleischel, 1914 - 476 Seiten",,Jettchen Gebert,,,40. Aufl.,,,1914,1914,,476 Seiten,,,1,,,,,Deutsch,,,K,
AK00036187,Buch,"Hermann, Wolfgang (1961-) [Verfasser/Urheber]",,In kalten Zimmern : vier Erzählungen - 1. Aufl.,"Hermann, Wolfgang","Frankfurt am Main : Suhrkamp, 1997 - 88 Seiten",Suhrkamp,In kalten Zimmern,vier Erzählungen,Wolfgang Hermann,1. Aufl.,Frankfurt am Main,Suhrkamp,1997,1997,,88 Seiten,Ill.,,2043,,3-518-12043-3,Erzählende Prosa,,Deutsch,,,W,
AK00184226,Buch␟Buchumschlag,"Hermes, Johann Timotheus (1738-1821) [Verfasser/Urheber]","Kunicki, Wojciech (1955-) [Herausgeber]",Sophiens Reise von Memel nach Sachsen,"Hermes, Johann Timotheus; Kunicki, Wojciech","Berlin : Nicolai, 1991 - 189 Seiten",Nicolai,Sophiens Reise von Memel nach Sachsen,,Johann Timotheus Hermes. Hrsg. von Wojciech Kunicki,,Berlin,Nicolai,1991,1991,,189 Seiten,,Deutsche Bibliothek des Ostens,,,3-87584-339-8,,,Deutsch,,,H,
AK00828992,Buch,"Hermlin, Stephan (1915-1997) [Verfasser/Urheber]",,Scardanelli : ein Hörspiel - 1. Aufl.,"Hermlin, Stephan","Leipzig : Insel-Verl., 1971 - 63 Seiten",Insel-Verl. <ab 1946>,Scardanelli,ein Hörspiel,Stephan Hermlin,1. Aufl.,Leipzig,Insel-Verl.,1971,1971,,63 Seiten,,Insel-Bücherei ; 918,918,,,,,Deutsch,,,W,
AK01260661,Buch␟Buchumschlag,"Herrmann, Klaus (1903-1972) [Verfasser/Urheber]",,¬Die¬ guten Jahre zählen nicht : Roman,"Herrmann, Klaus","Weimar : Kiepenheuer, 1953 - 207 Seiten",Kiepenheuer,Die guten Jahre zählen nicht,Roman,Klaus Herrmann,,Weimar,Kiepenheuer,1953,1953,,207 Seiten,,,,,,Erzählende Prosa,,Deutsch,,,L,
AK01436908,Buch,"Herrndorf, Wolfgang (1965-2013) [Verfasser/Urheber]",,Gesamtausgabe. - 3. Arbeit und Struktur : [Tagebuch],"Herrndorf, Wolfgang","Berlin : Rowohlt, 2015 - 605 Seiten",,Arbeit und Struktur,,,,,,2015,2015,,605 Seiten,Ill.,,3,,,Erzählende Prosa,Tagebuch,Deutsch,,Bilder deiner großen Liebe : ein unvollendeter Roman,N,
AK00993929,Buch,"Hertz, Wilhelm (1835-1902) [Verfasser/Urheber]",,Aristoteles bei den Parzen,"Hertz, Wilhelm","München, 1899 - o.A.",,Aristoteles bei den Parzen,,Wilhelm Hertz,,München,,1899,1899,,o.A.,,,,,,,,,,,I:Kps.,
AK01404465,Buch,"Hertzka, Theodor (1845-1924) [Verfasser/Urheber]",,Freiland : ein sociales Zukunftsbild - [Erstausgabe],"Hertzka, Theodor","Leipzig : Verlag von Duncker & Humblot, 1890 - XXIX, 677 Seiten",Duncker & Humblot,Freiland,ein sociales Zukunftsbild,von Theodor Hertzka,[Erstausgabe],Leipzig,Verlag von Duncker & Humblot,1890,1890,,"XXIX, 677 Seiten",,,,In Fraktur,,Sonstige Texte,,Deutsch,,,K,
AK00993967,Buch,"Herwegh, Georg (1817-1875) [Verfasser/Urheber]",,¬Die¬ Schillerfeier in Zürich : Prolog für die Festvorstellung im Theater ...,"Herwegh, Georg","Zürich : Meyer & Zeller, 1859 - o.A.",Meyer u. Zeller,Die Schillerfeier in Zürich,Prolog für die Festvorstellung im Theater ...,Georg Herwegh,,Zürich,Meyer & Zeller,1859,1859,,o.A.,,,,,,,,,,,I:Kps.,
AK01290876,Buch,"Herzl, Theodor (1860-1904) [Verfasser/Urheber]","Kellner, Leon (1859-1928) [Herausgeber]",[Zionistische Schriften] Theodor Herzl's Zionistische Schriften. - 2.,"Herzl, Theodor; Kellner, Leon","Berlin-Charlottenburg : Jüd. Verl., [1905] - 312 Seiten",,,,,,,,[1905],1905,,312 Seiten,,,2,,,,,Deutsch,,,K,
AK01287666,Buch,"Herzl, Theodor (1860-1904) [Verfasser/Urheber]","Auernheimer, Raoul (1876-1948) [Verfasser eines Vorworts]",Feuilletons. - 1.,"Herzl, Theodor; Auernheimer, Raoul","Berlin ; Wien : Harz, 1911 - XIV, 349 Seiten",,,,,,,,1911,1911,,"XIV, 349 Seiten",,,1,,,,,Deutsch,,,K,
AK01344882,Buch,"Herzl, Theodor (1860-1904) [Verfasser/Urheber]","Schmidt, Carsten (1978-) [Herausgeber]␟Mittelmann, Hanni (1947-) [Verfasser eines Vorworts]",Philosophische Erzählungen : (1900),"Herzl, Theodor; Schmidt, Carsten; Mittelmann, Hanni","Bad Kleinen : Lexikus.de Verl., © 2011 - 158 Seiten",Lexikus-Verl.,Philosophische Erzählungen,(1900),Theodor Herzl ; herausgegeben von Dr. Carsten Schmidt mit einem Vorwort von Prof. Hanni Mittelmann,,Bad Kleinen,Lexikus.de Verl.,© 2011,2011,,158 Seiten,,"Bd. ... aus der Reihe ""Zu Unrecht vergessene Publizisten des 18. - 20. Jahrhunderts"" ; 1",1,,978-3-940206-29-9,Erzählende Prosa,,Deutsch,,,K,
AK00406449,Buch,"Herzl, Theodor (1860-1904) [Verfasser/Urheber]","Dethloff, Klaus [Herausgeber]",Theodor Herzl oder Der Moses des Fin de siècle,"Herzl, Theodor; Dethloff, Klaus","Wien [u.a.] : Böhlau, 1986 - 300 Seiten",Böhlau <West>,Theodor Herzl oder Der Moses des Fin de siècle,,Klaus Dethloff (Hg.),,Wien [u.a.],Böhlau,1986,1986,,300 Seiten,,Monographien zur österreichischen Kultur- und Geistesgeschichte ; 1,1,#NV␟#NV␟Bibliogr. Herzl S. 295 - 297,3-205-06710-X,,,Deutsch,,,K,
AK00994151,Buch,"Hesekiel, Johann George Ludwig (1819-1874) [Verfasser/Urheber]",,¬Der¬ große Churfürst : kleine Lieder,"Hesekiel, Johann George Ludwig","Berlin : Hollstein, [s.a.] - 85 Seiten",,Der große Churfürst,kleine Lieder,Johann George Ludwig Hesekiel,,Berlin,Hollstein,[s.a.],,,85 Seiten,,,,,,,,,,,I,
AK00989744,Buch,"Hess, Johann Jakob (1741-1828) [Verfasser/Urheber]",,¬Die¬ Hofnungs-Insel : eine Parabel,"Hess, Johann Jakob","Zürich : Füßli, 1783 - 119 Seiten",,Die Hofnungs-Insel,eine Parabel,von J. J. Heß,,Zürich,Füßli,1783,1783,,119 Seiten,,,,In Fraktur,,,,Deutsch,,,H,
AK00340023,Mikroform␟Buch,"Hess, Johann Jakob (1741-1828) [Verfasser/Urheber]",,Meine Bibel,"Hess, Johann Jakob","Zürich, 1815 - 2 Bd.",,Meine Bibel,,Johann Jakob Hess,,Zürich,,1815,1815,,2 Bd.,,,,"DM 30,- (Gesamtpreis für alle Werke des Autors in der Ed., 4 Mikrofiches, ISBN gültig für alle Werke des Autors)␟Mikrofiche-Ausg.␟München [u.a.] : Saur, 1994. Mikrofiche(s). (Bibliothek der deutschen Literatur ; Fiche 14007). Besitzer der Verfilmungsvorlage: 14. - Enth. in BDL-Teilausg.: Klassik/Romantik, Deutschsprachige Schweiz/Elsaß/Lothringen. ISBN 3-598-51207-4 ISBN 3-598-50017-3 ISBN 3-598-50077-7",3-598-51207-4␟3-598-50017-3␟3-598-50077-7,,,,,,MPF BDL 14007,
AK01745455,Buch,"Hesse, Hermann (1877-1962) [Korrespondent]␟Suhrkamp, Peter [Korrespondent]","Unseld, Siegfried (1924-2002) [Herausgeber]␟Hesse, Hermann (1877-1962) [Adressat]␟Suhrkamp, Peter [Adressat]",Briefwechsel 1945-1959 - Erste Auflage : [Brief(e)],"Hesse, Hermann; Suhrkamp, Peter; Unseld, Siegfried; Hesse, Hermann; Suhrkamp, Peter","[Berlin] : Suhrkamp Verlag, 2020 - 506 Seiten",Suhrkamp,Briefwechsel 1945-1959,,Hermann Hesse - Peter Suhrkamp; herausgegeben von Siegfried Unseld zum 31. März 1969,Erste Auflage,[Berlin],Suhrkamp Verlag,2020,2020,,506 Seiten,Illustrationen,,,,978-3-518-24244-5,,Brief(e),Deutsch,,,K,
AK00067480,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]","Michels, Volker (1943-) [Herausgeber]","¬""Die¬ Einheit hinter den Gegensätzen"" : Religionen und Mythen - 5. Aufl. : [Werke Sammlung]","Hesse, Hermann; Michels, Volker","Frankfurt am Main : Suhrkamp, 2000 - 207 Seiten",Suhrkamp,"""Die Einheit hinter den Gegensätzen""",Religionen und Mythen,Hermann Hesse. [Zsgest. von Volker Michels],5. Aufl.,Frankfurt am Main,Suhrkamp,2000,2000,,207 Seiten,,,,,3-518-03589-4,,Werke Sammlung,Deutsch,,,K,
AK01725514,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]","Horváth, Géza (1956-) [Übersetzer]",¬A¬ pusztai farkas : [Übersetzung deutschspr. Literatur],"Hesse, Hermann; Horváth, Géza","[Budapest] : Helikon Kiadó, © 2017 - 241 Seiten",Helikon,A pusztai farkas,,Hermann Hesse ; fordította: Horváth Géza,,[Budapest],Helikon Kiadó,© 2017,2017,,241 Seiten,,Helikon zsebkönyvek ; 30,30,"Lizenz des Verlag Suhrkamp, Berlin",978-963-227-464-5,Erzählende Prosa,Übersetzung deutschspr. Literatur,Ungarisch,Deutsch,,K,
AK00407104,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]",,¬Der¬ Schmetterling : [Sonderdruck],"Hesse, Hermann","[S.l.], 1949 - Seiten 15 - 21",,Der Schmetterling,,Hermann Hesse,,[S.l.],,1949,1949,,Seiten 15 - 21,,,,,,,Sonderdruck,,,Aus: Die Ernte ; 30.1949,HH.A:1D/Schme,
AK00195665,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]","Hesse, Ninon (1895-1966) [Herausgeber]",¬Der¬ vierte Lebenslauf Josef Knechts : 2 Fassungen - [4. Aufl.],"Hesse, Hermann; Hesse, Ninon","Frankfurt am Main : Suhrkamp, [1994] - 204 Seiten",Suhrkamp,Der vierte Lebenslauf Josef Knechts,2 Fassungen,Hermann Hesse. Mit einem Nachw. von Theodore Ziolkowski. [Hrsg. von Ninon Hesse],[4. Aufl.],Frankfurt am Main,Suhrkamp,[1994],1994,,204 Seiten,,Suhrkamp-Taschenbuch ; 1261,1261,"kart. : DM 12.80, sfr 13.80, S 100.00",3-518-37761-2,Prosa,,Deutsch,,,K,
AK01787077,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]",,¬Der¬ Zyklon und Hans Dierlamms Lehrzeit : zwei Erzählungen - Erste Auflage,"Hesse, Hermann","Frankfurt am Main : Suhrkamp, 1988 - 96 Seiten",Suhrkamp,Der Zyklon und Hans Dierlamms Lehrzeit,zwei Erzählungen,Hermann Hesse,Erste Auflage,Frankfurt am Main,Suhrkamp,1988,1988,,96 Seiten,,Suhrkamp-Taschenbuch ; 1377,1377,,3-518-37877-5,Erzählende Prosa,,Deutsch,,,K,
AK00407012,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]",,¬Ein¬ Wandertag vor hundert Jahren : Idylle : [Sonderdruck],"Hesse, Hermann","[S.l.], 1934 - Seiten 21 - 39",,Ein Wandertag vor hundert Jahren,Idylle,Hermann Hesse,,[S.l.],,1934,1934,,Seiten 21 - 39,,,,,,Prosa,Sonderdruck,,,Aus: Die Ernte ; 15.1934,HH.A:1D/Wand␟K:Kps.,
AK00153079,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]","Grazia, Maria [Übersetzer]","¬Il¬ canto degli alberi : Poesie, prose, racconti : [Übersetzung deutschspr. Literatur]","Hesse, Hermann; Grazia, Maria","Parma : Guanda, 2001 - 96 Seiten",Guanda,Il canto degli alberi,"Poesie, prose, racconti",Hermann Hesse. [Trad.: Maria Grazia ...],,Parma,Guanda,2001,2001,,96 Seiten,,Le Fenici Tascabili ; 45,45,,88-8246-411-3,Erzählende Prosa␟Lyrik,Übersetzung deutschspr. Literatur,Italienisch,Deutsch,,K,
AK00168651,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]","Vittone, Carlo [Herausgeber]",¬Il¬ gioco della vita : la disperazione e la grazia ; epistolario scelto 1904-1950 : [Übersetzung deutschspr. Literatur],"Hesse, Hermann; Vittone, Carlo","Milano, 1992 - XII, 330 Seiten",Mondadori,Il gioco della vita,la disperazione e la grazia ; epistolario scelto 1904-1950,Hermann Hesse. A cura di Carlo Vittone,,Milano,,1992,1992,,"XII, 330 Seiten",,,307,,88-04-363-83-5,,Übersetzung deutschspr. Literatur␟Brief(e),Italienisch,Deutsch,,K,
AK01322209,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]","Cheyron de Beaumont, Hervé du [Übersetzer]␟Beaujon, Edmond [Übersetzer]",¬Les¬ frères du soleil : novelles,"Hesse, Hermann; Cheyron de Beaumont, Hervé du; Beaujon, Edmond","Paris : Calmann-Lévy, 1976 - 213 Seiten",Calmann-Lévy,Les frères du soleil,novelles,Hermann Hesse. Trad. de l'allemand par Hervé du Cheyron de Beaumont et Edmond Beaujon,,Paris,Calmann-Lévy,1976,1976,,213 Seiten,,,,,2-266-01787-X,Erzählende Prosa,,Deutsch,,,K,
AK00407468,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]",,Aus einem Tagebuch des Jahres 1920 : [Sonderdruck],"Hesse, Hermann","[S.l.], [s.a.] - 1 Blatt",,Aus einem Tagebuch des Jahres 1920,,Hermann Hesse,,[S.l.],,[s.a.],,,1 Blatt,,,,,,,Sonderdruck,,,,HH.A:1D/Ause,
AK00474716,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]",,Aus Indien - 5. Aufl.,"Hesse, Hermann","Berlin : S. Fischer, 1913 - 198 Seiten",S. Fischer,Aus Indien,,von Hermann Hesse,5. Aufl.,Berlin,S. Fischer,1913,1913,,198 Seiten,,,,In Fraktur,,Prosa,,Deutsch,,,K,
AK00199177,Buch,"Hesse, Hermann (1877-1962) [Verfasser/Urheber]",,Ausgewählte Werke. - 5. Autobiographische Schriften. - 1994. - 504 S.,"Hesse, Hermann","Frankfurt am Main : Suhrkamp, 1994 - 504 Seiten",,Autobiographische Schriften. - 1994. - 504 S.,,,,,,1994,1994,,504 Seiten,,,5,,,,,Deutsch,,,K,
